Event id;Event start date;Event stop date;Venue name;Event name;Venue address;Venue city;Venue state;Postal code;Latitude;Longitude;Cancelled
E0-001-093188187-2;2016-06-10 21:00:00;;Arlene's Grocery;The Workshop;95 Stanton Street;New York;NY;10002;40.7213205;-73.9882117;
E0-001-092212052-0;2016-06-10 21:00:00;;The Met;The Slackers    The Copacetics;1005 Main Street;Pawtucket;RI;02860;41.86307352162105;-71.40027875106506;
E0-001-092484783-4;2016-06-10 21:00:00;;Rockwood Music Hall;Mieka Pauley;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-091330495-3;2016-06-10 21:00:00;;Harrah's Atlantic City;The B-52s;777 Harrah South Boulevard;Atlantic City;NJ;08401;39.38420633796893;-74.4283139970978;
E0-001-091005270-3;2016-06-10 21:00:00;;Borgata Hotel Casino & Spa;Wanda Sykes;One Borgata Way;Atlantic City;NJ;08401;39.3783892;-74.4353557;
E0-001-092588454-0;2016-06-10 21:00:00;;Club Metronome;Rolling Rock Concert Series Consider the Source;Main St.;Burlington;VT;05401;44.4762452;-73.2037218;
E0-001-093025119-9;2016-06-10 20:30:00;;Maxwell's;Drown Your Boots;1039 Washington Street;Hoboken;NJ;07030;40.7495679;-74.0266470;
E0-001-091603846-8;2016-06-10 20:00:00;;The Bushnell Center for Performing Arts;David Krakauer;166 Capitol Ave;Hartford;CT;06106;41.7628926;-72.6804252;
E0-001-089051823-1@2016061020;2016-06-10 20:00:00;;The Bushnell Center for Performing Arts;Blue Man Group;166 Capitol Ave;Hartford;CT;06106;41.7628926;-72.6804252;
E0-001-091005271-2;2016-06-10 20:00:00;;Foxwoods Resort Casino;Sommore;350 Trolley Line Boulevard;Ledyard;CT;06339;41.47456670220241;-71.95928919203493;
E0-001-091558141-3;2016-06-10 20:00:00;;The Bowery Ballroom;Pity Sex;6 Delancey Street;New York;NY;10002;40.7203640;-73.9935420;
E0-001-090357479-3;2016-06-10 20:00:00;;Lupo's Heartbreak Hotel;Hatebreed;79 Washington Street;Providence;RI;02903;41.8238070;-71.4145510;
E0-001-088107491-1;2016-06-10 20:00:00;;Sheas Performing Arts Center;SHOT!;646 Main Street;Buffalo;NY;14202;42.8916919;-78.8732989;
E0-001-092628785-0;2016-06-10 20:00:00;;New Jersey Performing Arts Center;Musiq Soulchild/ Lalah Hathaway/ Raheem DeVaughn;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-073521320-6;2016-06-10 20:00:00;;The Egg;Richard Thompson;1 State St.;Albany;NY;12203;42.65054022462812;-73.7582225500488;
E0-001-093093473-3;2016-06-10 20:00:00;;Club Passim;Ari Hest, Sarah Lou Richards opens;47 Palmer Street;Cambridge;MA;02138;42.3738238;-71.1199982;
E0-001-093072554-2;2016-06-10 20:00:00;;Harvard Museum of Natural History;Brandon Ridenour, trumpet & Naomi Kudo, piano;26 Oxford Street;Cambridge;MA;02138;42.3789356;-71.1152268;
E0-001-092527411-4;2016-06-10 20:00:00;;The Little Theatre;Annie Wells- Annie Wells, Musician;240 East Avenue;Rochester;NY;14606;43.1562010;-77.5978910;
E0-001-093224116-9;2016-06-10 20:00:00;;MassMutual Center (formerly Springfield Civic Center);Final Fight Championship;1277 Main St,;Springfield;MA;01103;42.1016590;-72.5868250;
E0-001-088592240-3;2016-06-10 20:00:00;;NYCB Theatre at Westbury;Johnny Mathis;960 Brush Hollow Road;Westbury;NY;11590;40.7733768;-73.5585732;
E0-001-092615583-4;2016-06-10 20:00:00;;The Narrows Center for the Arts;Danielle Miraglia - Dayna Kurtz;16 Anawan Street;Fall River;MA;02721;41.7028952;-71.1632668;
E0-001-092972739-5;2016-06-10 20:00:00;;The Lilypad;#BINGE;Inman Square 1353 Cambridge Street;Cambridge;MA;02139;42.3738079;-71.1000880;
E0-001-091434862-6;2016-06-10 20:00:00;;Boston Symphony Hall;Tapestry: The Carole King Songbook;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091363324-4;2016-06-10 20:00:00;;Portsmouth Music Hall;Steven Wright;28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-092188874-2;2016-06-10 19:30:00;;Webster Hall;Mudcrutch;125 East Eleventh Street;New York;NY;10003;40.7317679;-73.9892102;
E0-001-092612485-2;2016-06-10 19:30:00;;B.B. King Blues Club and Grill;Lloyd Diamond;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-092200143-8;2016-06-10 19:30:00;;B.B. King Blues Club and Grill;JAMES BROWN TRIBUTE SHOW;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-092296049-6;2016-06-10 19:30:00;;Mercury Lounge;Satellite Paradiso;217 East Houston Street;New York;NY;10002;40.722036;-73.986806;
E0-001-092994067-7;2016-06-10 19:30:00;;Highline Ballroom;Tiger Army;431 W Sixteenth Street;New York;NY;10011;40.743009035190596;-74.00586620370484;
E0-001-090017510-2;2016-06-10 19:30:00;;Carnegie Hall;Southlake Carroll High School Band;881 Seventh Avenue;New York;NY;10019;40.765016;-73.9799;
E0-001-091205051-4@2016061019;2016-06-10 19:30:00;;Caroline's on Broadway;Maz Jobrani;1626 Broadway;New York;NY;10036;40.7612126;-73.9841636;
E0-001-089697970-8;2016-06-10 19:30:00;;Wilbur Theatre;Maria Bamford;246 Tremont Street;Boston;MA;02116;42.3507536;-71.0647817;
E0-001-093097911-6;2016-06-10 19:30:00;;Union Hall;Josh Sharp Sings! Live!;702 Union Street;Brooklyn;NY;11215;40.676133223336144;-73.98004612268448;
E0-001-092373315-4;2016-06-10 19:30:00;;The Charles Hotel;New Black Eagle Jazz Band;1 Bennett Street;Cambridge;MA;02138;42.3722580;-71.1226670;
E0-001-091577431-4;2016-06-10 19:30:00;;Count Basie Theatre;Oh What A Night Of Doo-Wop and Rock N' Roll;99 Monmouth Street;Red Bank;NJ;07701;40.3488950;-74.0701980;
E0-001-092813897-4;2016-06-10 19:12:00;;Webster Bank Arena (formerly Arena at Harbor Yard);New Britain Bees at Bridgeport Bluefish;600 Main Street;Bridgeport;CT;06604;41.1828225;-73.1810042;
E0-001-089414425-6;2016-06-10 19:05:00;;Coca Cola Field;Charlotte Knights at Buffalo Bisons;275 Washington Street;Buffalo;NY;14203;42.8807304;-78.8747807;
E0-001-089513013-5;2016-06-10 19:05:00;;Frontier Field;Toledo Mud Hens at Rochester Red Wings;1 Morrie Silver Way;Rochester;NY;14608;43.1579510;-77.6200500;
E0-001-090386258-2;2016-06-10 19:05:00;;Yankee Stadium;New York Yankees vs. Detroit Tigers;One East 161st Street;Bronx;NY;10456;40.8291892;-73.9264926;
E0-001-090525754-4;2016-06-10 19:00:00;;Xfinity Theatre (formerly Comcast);Dierks Bentley with Randy Houser and Cam;61 Savitt Way;Hartford;CT;06120;41.7801718;-72.6693191;
E0-001-093312388-8;2016-06-10 19:00:00;;The Space;Levi A. McCrea Scholarship Fund Benefit Comedy Show;295 Treadwell Street;Hamden;CT;06514;41.3532489;-72.9249673;
E0-001-091451047-2;2016-06-10 19:00:00;;Mohegan Sun Resort and Casino;Connecticut Sun vs. Seattle Storm;1 Mohegan Sun Boulevard;Uncasville;CT;06382;41.4915974;-72.0914563;
E0-001-093052527-0;2016-06-10 19:00:00;;The Theater At Madison Square Garden;Muay Thai Fight;Seventh Avenue and 32nd Street;New York;NY;10001;40.7497062;-73.9916006;
E0-001-093029709-4;2016-06-10 19:00:00;;The Theater At Madison Square Garden;Triumph Kombat - Muay Thai & Amateur MMA;Seventh Avenue and 32nd Street;New York;NY;10001;40.7497062;-73.9916006;
E0-001-091026429-2;2016-06-10 19:00:00;;Irving Plaza;Alice Smith;17 Irving Place;New York;NY;10003;40.7349170;-73.9884469;
E0-001-092898974-9;2016-06-10 19:00:00;;Museum of Modern Art;The Road Back (long version);11 West 53 Street;New York;NY;10019;40.7614006;-73.9776211;
E0-001-092900759-2@2016061019;2016-06-10 19:00:00;;Museum of Modern Art;The Road Back (long version). 1937. Directed by James Whale;11 West 53 Street;New York;NY;10019;40.7614006;-73.9776211;
E0-001-092864022-0;2016-06-10 19:00:00;;Paradise Rock Club;CeeLo Green;967 Commonwealth Avenue;Boston;MA;02115;42.3516986;-71.1196433;
E0-001-091483232-9;2016-06-10 19:00:00;;The Gramercy Theatre (The Blender Theatre);Richard Cheese and Lounge Against the Machine;127 East 23rd Street;New York;NY;10010;40.7399;-73.984911;
E0-001-092641525-9;2016-06-10 19:00:00;;The Middle East;My Life with the Thrill Kill Kult;472 Massachussets Avenue;Cambridge;MA;02139;42.363752;-71.101252;
E0-001-091535319-3;2016-06-10 19:00:00;;Town Ballroom;Boy & Bear;681 Main Street 14203;Buffalo;NY;;42.8930940;-78.8715790;
E0-001-092742258-4;2016-06-10 19:00:00;;Santos Party House;Conditions;96 Lafayette Street;New York;NY;10013;40.7176003;-74.0013201;
E0-001-092985911-7;2016-06-10 19:00:00;;Twin River Casino;CES MMA;100 Twin River Road;Lincoln;RI;02865;41.8879620;-71.4484540;
E0-001-092163735-1;2016-06-10 19:00:00;;Yankee Stadium;NEW YORK YANKEES ASL SOCIAL;One East 161st Street;Bronx;NY;10456;40.8291892;-73.9264926;
E0-001-090561173-3;2016-06-10 19:00:00;;University of Rochester;Our Lady of Mercy High School Graduation;240 Wallis Hall;Rochester;NY;14627;43.1285832;-77.6253852;
E0-001-090608613-8;2016-06-10 19:00:00;;Gillette Stadium;Boston (Foxborough) Venue Pass - Copa America Centenario 2016;1 Patriot Place;Foxboro;MA;02035;42.0935165;-71.2615157;
E0-001-090510985-8;2016-06-10 19:00:00;;Gillette Stadium;Chile v Bolivia - Copa America Centenario 2016;1 Patriot Place;Foxboro;MA;02035;42.0935165;-71.2615157;
E0-001-090623384-2;2016-06-10 19:00:00;;Xfinity Center (formerly Comcast Center);Dave Matthews Band;885 S Main Street;Mansfield;MA;02048;41.99238879229272;-71.22023254498288;
E0-001-093271218-0;2016-06-10 19:00:00;;The Met;MassArt Alumni Meetup: Hope Artiste Village;1005 Main Street;Pawtucket;RI;02860;41.86307352162105;-71.40027875106506;
E0-001-091047154-6;2016-06-10 19:00:00;;Hard Rock Cafe;The Fools- Merlynne & Mickey;333 Prospect Street;Niagara Falls;NY;14303;43.0866290;-79.0640870;
E0-001-039388195-7;2016-06-10 19:00:00;;The Stone Pony;THE BRONX;913 Ocean Avenue;Asbury Park;NJ;;40.2200010;-74.0009470;
E0-001-093126278-5;2016-06-10 19:00:00;;(Le) Poisson Rouge;The Ruse, the Subscribers and the Electric Frontier;158 Bleecker Street;New York;NY;10012;40.7284972;-74.0000671;
E0-001-092802570-4;2016-06-10 19:00:00;;The Haunt;World/Inferno Friendship Society;702 Willow Avenue;Ithaca;NY;14850;42.4514020;-76.5050240;
E0-001-092318592-2@2016061019;2016-06-10 19:00:00;;New York, New York, United States;"The 2016 ""What Women Want"" Conference";New York, New York, United States;New York;NY;;40.7127837;-74.0059413;
E0-001-092697395-7;2016-06-10 18:30:00;;Webster Hall;Sworn Enemy, Maniac Rise, Desolate, Sos, Hellshot;125 East Eleventh Street;New York;NY;10003;40.7317679;-73.9892102;
E0-001-093148601-1;2016-06-10 18:30:00;;The Middle East;Bryce Vine;472 Massachussets Avenue;Cambridge;MA;02139;42.363752;-71.101252;
E0-001-090543494-9;2016-06-10 18:15:00;;Coca Cola Field;Taste of Country Concert;275 Washington Street;Buffalo;NY;14203;42.8807304;-78.8747807;
E0-001-090821331-0;2016-06-10 18:15:00;;Coca Cola Field;Taste of Country Music Festival;275 Washington Street;Buffalo;NY;14203;42.8807304;-78.8747807;
E0-001-090638598-7;2016-06-10 18:15:00;;Coca Cola Field;2016 WYRK Taste of Country;275 Washington Street;Buffalo;NY;14203;42.8807304;-78.8747807;
E0-001-092647723-1;2016-06-10 18:00:00;;Dunkin' Donuts Center Providence;2016 USA Gymnastics: Day 1 Prelims;One LaSalle Square;Providence;RI;02903;41.8234647;-71.4184633;
E0-001-093188214-5;2016-06-10 18:00:00;;Santos Party House;Angel Vivaldi;96 Lafayette Street;New York;NY;10013;40.7176003;-74.0013201;
E0-001-092942077-5@2016061018;2016-06-10 18:00:00;;Royale Nightclub;Oliver Heldens Boat Cruise & Royale | 6.10.16 | 21+;279 Tremont St;Boston;MA;02116;42.3498991;-71.0654478;
E0-001-092276852-4;2016-06-10 18:00:00;;Royale Nightclub;PVRIS: North American Headline Tour plus guests;279 Tremont St;Boston;MA;02116;42.3498991;-71.0654478;
E0-001-085123402-0;2016-06-10 18:00:00;;MIT Massachusetts Institute of Technology;MIT Aikido Club ( A Japanese Martial Art);77 Massachusetts Avenue;Cambridge;MA;02139;42.359089;-71.093412;
E0-001-092578795-5;2016-06-10 17:00:00;;Bryant Park;INTERSECT;40th Street at Sixth Avenue;New York;NY;10036;40.7535540;-73.9850430;
E0-001-092901345-0;2016-06-10 17:00:00;;Bug Jar;HAPPY HOUR: Matthew Corey;219 Monroe Avenue;Rochester;NY;14607;43.1500594;-77.6000129;
E0-001-092164101-7@2016061017;2016-06-10 17:00:00;;MIT Massachusetts Institute of Technology;10th Annual Blueprint Conference for Middle & High School Girls;77 Massachusetts Avenue;Cambridge;MA;02139;42.359089;-71.093412;
E0-001-092252416-0;2016-06-10 17:00:00;;Sportsmen's Tavern;Flatbed;326 Amherst Street;Buffalo;NY;;42.9376812;-78.8917205;
E0-001-092898973-0;2016-06-10 16:00:00;;Museum of Modern Art;The Road Back (short version);11 West 53 Street;New York;NY;10019;40.7614006;-73.9776211;
E0-001-092184679-1;2016-06-10 16:00:00;;Great Scott;The Suitcase Junket EP Release;1222 Commonwealth Ave;Allston;MA;02134;42.3501156;-71.1306673;
E0-001-093286396-1;2016-06-10 15:00:00;;Hunter College - Kaye Playhouse;"""2020 or Bust"" Global Launch";695 Park Avenue;New York;NY;10065;40.76878656085992;-73.96481389755326;
E0-001-092715971-2;2016-06-10 13:30:00;;Museum of Modern Art;Laura. 1944. Directed by Otto Preminger;11 West 53 Street;New York;NY;10019;40.7614006;-73.9776211;
E0-001-092940255-7;2016-06-10 13:01:00;;Yankee Stadium;PARKING PASSES ONLY Tigers at Yankees;One East 161st Street;Bronx;NY;10456;40.8291892;-73.9264926;
E0-001-092559957-2;2016-06-10 12:00:00;;University of Rochester;Post-Retirement Benefits plus Medicare-Eligible Health Care Plans;240 Wallis Hall;Rochester;NY;14627;43.1285832;-77.6253852;
E0-001-092398133-5;2016-06-10 10:00:00;;University of Rochester;Art & Treasures Sale;240 Wallis Hall;Rochester;NY;14627;43.1285832;-77.6253852;
E0-001-090365672-3;2016-06-10 10:00:00;;Cornell University;Hot with a Chance of Megadrought: Anticipating the Extremes of a Changing Climate,;410 Thurston Ave;Ithaca;NY;14850;42.4569699;-76.4708897;
E0-001-093250802-8;2016-06-10 10:00:00;;New York, New York, United States;The Creativity Workshop in New York;New York, New York, United States;New York;NY;;40.7127837;-74.0059413;
E0-001-093073515-0;2016-06-10 08:00:00;;Berklee Performance Center;Berklee Online, Pandora, Bose, Future of Music Coalition, CD Baby, and AbletonBerklee Onsite 2016;136 Massachusetts Ave;Boston;MA;02128;42.3469828;-71.087545;
E0-001-089606635-0;2016-06-10 00:00:00;;Yankee Stadium;Yankee Stadium Tours;One East 161st Street;Bronx;NY;10456;40.8291892;-73.9264926;
E0-001-093054585-8@2016061000;2016-06-10 00:00:00;;University of Rochester;Keith Haring: Apocalypse;240 Wallis Hall;Rochester;NY;14627;43.1285832;-77.6253852;
E0-001-092984464-7;2016-06-10 00:00:00;;New York, New York, United States;Till von Sein;New York, New York, United States;New York;NY;;40.7127837;-74.0059413;
E0-001-092689569-5;2016-06-09 22:00:00;;Webster Hall;Vashtie;125 East Eleventh Street;New York;NY;10003;40.7317679;-73.9892102;
E0-001-092420593-1;2016-06-09 22:00:00;;Rockwood Music Hall;Heather Robb, Dear Georgiana;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-092656791-4;2016-06-09 21:30:00;;B.B. King Blues Club and Grill;PROFESSOR CUNNINGHAM AND HIS OLD SCHOOL NEW YORK JAZZ BAND;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-092296046-9;2016-06-09 21:30:00;;Mercury Lounge;Gang of Youths;217 East Houston Street;New York;NY;10002;40.722036;-73.986806;
E0-001-092588464-7;2016-06-09 21:30:00;;Club Metronome;A very special Bluegrass Thursday ft. The Dustbowl Revival ($2 Draft Specials!);Main St.;Burlington;VT;05401;44.4762452;-73.2037218;
E0-001-092533080-9;2016-06-09 21:00:00;2016-06-10 01:00:00;AS220;Yoni & Geti at AS220;115 Empire Street;Providence;RI;02903;41.8218160;-71.4159500;
E0-001-091771156-8;2016-06-09 21:00:00;;Great Scott;O'Death;1222 Commonwealth Ave;Allston;MA;02134;42.3501156;-71.1306673;
E0-001-092668831-4;2016-06-09 21:00:00;;Funk N' Waffles;Noble Vibes- Root Shock;727 S Crouse Avenue;Syracuse;NY;13201;43.0420639;-76.1362646;
E0-001-092785622-2;2016-06-09 21:00:00;;Club Metronome;The Breakfast;Main St.;Burlington;VT;05401;44.4762452;-73.2037218;
E0-001-092657851-2;2016-06-09 20:30:00;;Webster Hall;The Temper Trap;125 East Eleventh Street;New York;NY;10003;40.7317679;-73.9892102;
E0-001-091387128-8;2016-06-09 20:30:00;;Rockwood Music Hall;Rachelle Garniez;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-092355984-4;2016-06-09 20:15:00;;Rockwood Music Hall;SAINT ADELINE feat. Justin Goldner;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-091558139-8;2016-06-09 20:00:00;;The Bowery Ballroom;Son Little;6 Delancey Street;New York;NY;10002;40.7203640;-73.9935420;
E0-001-092159898-2;2016-06-09 20:00:00;;Knitting Factory;Rationale;361 Metropolitan Avenue;Brooklyn;NY;11211;40.7140955;-73.9559650;
E0-001-092440178-4;2016-06-09 20:00:00;;Highline Ballroom;Fabrizio Sotti Trio;431 W Sixteenth Street;New York;NY;10011;40.743009035190596;-74.00586620370484;
E0-001-090561359-1@2016060920;2016-06-09 20:00:00;;Blue Note;ARTURO SANDOVAL;131 W Third Street;New York;NY;10012;40.7309012;-74.0006340;
E0-001-091771155-9;2016-06-09 20:00:00;;Music Hall of Williamsburg;Steve Gunn;66 N Sixth Street;Brooklyn;NY;11211;40.7192879;-73.9617084;
E0-001-082000461-0;2016-06-09 20:00:00;;Carnegie Hall;Jinjoo Cho;881 Seventh Avenue;New York;NY;10019;40.765016;-73.9799;
E0-001-092801704-2;2016-06-09 20:00:00;;Wilbur Theatre;Leann Rimes;246 Tremont Street;Boston;MA;02116;42.3507536;-71.0647817;
E0-001-092921082-2;2016-06-09 20:00:00;;Arlene's Grocery;Takt, Regular 87;95 Stanton Street;New York;NY;10002;40.7213205;-73.9882117;
E0-001-093093461-8;2016-06-09 20:00:00;;Club Passim;Abbie Gardner & Jesse Terry;47 Palmer Street;Cambridge;MA;02138;42.3738238;-71.1199982;
E0-001-093212464-0;2016-06-09 20:00:00;;Bug Jar;Komrads;219 Monroe Avenue;Rochester;NY;14607;43.1500594;-77.6000129;
E0-001-093072530-2;2016-06-09 20:00:00;;Harvard Museum of Natural History;Borromeo String Quartet & Donald Berman, piano;26 Oxford Street;Cambridge;MA;02138;42.3789356;-71.1152268;
E0-001-093010211-2;2016-06-09 20:00:00;;Rockwood Music Hall;The DuPont Brothers;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-089983596-4;2016-06-09 20:00:00;;Count Basie Theatre;Colin Mochrie & Brad Sherwood;99 Monmouth Street;Red Bank;NJ;07701;40.3488950;-74.0701980;
E0-001-091163296-8;2016-06-09 20:00:00;;NYCB Theatre at Westbury;Marilyn McCoo & Billy Davis Jr.;960 Brush Hollow Road;Westbury;NY;11590;40.7733768;-73.5585732;
E0-001-092728011-9;2016-06-09 20:00:00;;Harrah's Atlantic City;Jay And The Americans @ Harrah's Atlantic City, NJ;777 Harrah South Boulevard;Atlantic City;NJ;08401;39.38420633796893;-74.4283139970978;
E0-001-092801702-4;2016-06-09 20:00:00;;Harrah's Atlantic City;Jay and the Americans;777 Harrah South Boulevard;Atlantic City;NJ;08401;39.38420633796893;-74.4283139970978;
E0-001-091352341-5;2016-06-09 20:00:00;;Boston Symphony Hall;Liz Callaway & The Boston Pops Salute Carole King;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091434861-7;2016-06-09 20:00:00;;Boston Symphony Hall;Tapestry: The Carole King Songbook;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091603408-2;2016-06-09 19:30:00;;The Bushnell Center for Performing Arts;David Krakauer;166 Capitol Ave;Hartford;CT;06106;41.7628926;-72.6804252;
E0-001-092420405-7;2016-06-09 19:30:00;;The Space;Vinnie Caruana;295 Treadwell Street;Hamden;CT;06514;41.3532489;-72.9249673;
E0-001-092845307-7;2016-06-09 19:30:00;;The Theater At Madison Square Garden;NYPD Boxing Championships;Seventh Avenue and 32nd Street;New York;NY;10001;40.7497062;-73.9916006;
E0-001-090248861-1;2016-06-09 19:30:00;;B.B. King Blues Club and Grill;AL KOOPER 72nd Birthday Celebration & Annual Birthday Show;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-092656789-9;2016-06-09 19:30:00;;B.B. King Blues Club and Grill;PROFESSOR CUNNINGHAM AND HIS OLD SCHOOL NEW YORK JAZZ BAND;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-089829344-4@2016060919;2016-06-09 19:30:00;;The Stress Factory;Carly Aquilino -From MTV's Girl Code;90 Church Street;New Brunswick;NJ;08901;40.49601419999998;-74.44341315641407;
E0-001-090387746-9;2016-06-09 19:05:00;;Yankee Stadium;New York Yankees vs. Los Angeles Angels of Anaheim;One East 161st Street;Bronx;NY;10456;40.8291892;-73.9264926;
E0-001-093117700-7;2016-06-09 19:00:00;;Central Park;New York Classical Theatre's Bring Your Dog Night;Central Park;New York;NY;10019;40.77017947939051;-73.97368905662233;
E0-001-092127968-9;2016-06-09 19:00:00;;Irving Plaza;Birdy;17 Irving Place;New York;NY;10003;40.7349170;-73.9884469;
E0-001-093148597-9;2016-06-09 19:00:00;;The Middle East;Mal Devisa, MacHakos Kyalo, Ursula, Jayy Dodd;472 Massachussets Avenue;Cambridge;MA;02139;42.363752;-71.101252;
E0-001-093148599-7;2016-06-09 19:00:00;;The Middle East;Mashrou' Leila - Two Day Pass;472 Massachussets Avenue;Cambridge;MA;02139;42.363752;-71.101252;
E0-001-093148598-8;2016-06-09 19:00:00;;The Middle East;Mashrou' Leila - Day 2;472 Massachussets Avenue;Cambridge;MA;02139;42.363752;-71.101252;
E0-001-092873521-8;2016-06-09 19:00:00;;Boston Opera House;TED Talks;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091961077-7;2016-06-09 19:00:00;2016-06-10 00:00:00;The Lizard Lounge;THE AMY BLACK BAND - A Muscle Shoals Music Revue;1667 Massachusetts Avenue;Cambridge;MA;02138;42.3821179;-71.1195046;
E0-001-092339294-8;2016-06-09 19:00:00;;Rockwood Music Hall;Gordi;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-092479820-0;2016-06-09 19:00:00;;Rockwood Music Hall;The Keigo Hirakawa Trio;196 Allen Street;New York;NY;10002;40.722482;-73.9886929;
E0-001-091864508-6;2016-06-09 19:00:00;;Iron Horse Music Hall;Valerie June - Anthony D 'Amato;20 Center Street;Northampton;MA;01060;42.3191220;-72.6316430;
E0-001-092196469-9;2016-06-09 19:00:00;;Portsmouth Music Hall;Rinker Buck;28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-091697779-6;2016-06-09 19:00:00;;Sportsmen's Tavern;Carl Veheyen Band;326 Amherst Street;Buffalo;NY;;42.9376812;-78.8917205;
E0-001-089513404-3;2016-06-09 18:35:00;;NBT Bank Stadium (formerly Alliance Bank Stadium);Louisville Bats at Syracuse Chiefs;One Tex Simone Drive;Syracuse;NY;13208;43.0784256;-76.1652839;
E0-001-091091238-0;2016-06-09 18:35:00;;NBT Bank Stadium (formerly Alliance Bank Stadium);Syracuse vs. Louisville;One Tex Simone Drive;Syracuse;NY;13208;43.0784256;-76.1652839;
E0-001-091483218-9;2016-06-09 18:30:00;;Mercury Lounge;The Cave Singers;217 East Houston Street;New York;NY;10002;40.722036;-73.986806;
E0-001-092845103-3;2016-06-09 18:30:00;;The Gramercy Theatre (The Blender Theatre);Lacuna Coil;127 East 23rd Street;New York;NY;10010;40.7399;-73.984911;
E0-001-093250394-4;2016-06-09 18:30:00;;Berklee Performance Center;Ivy Street School Extravaganza;136 Massachusetts Ave;Boston;MA;02128;42.3469828;-71.087545;
E0-001-093241322-5;2016-06-09 18:30:00;;Cornell University;Seed Saving 101;410 Thurston Ave;Ithaca;NY;14850;42.4569699;-76.4708897;
E0-001-093278228-6;2016-06-09 18:00:00;;The Space;Half Waif;295 Treadwell Street;Hamden;CT;06514;41.3532489;-72.9249673;
E0-001-093065485-5;2016-06-09 18:00:00;;Bryant Park;Bryant Park Yoga with Mary Beth LaRue;40th Street at Sixth Avenue;New York;NY;10036;40.7535540;-73.9850430;
E0-001-093020992-9;2016-06-09 18:00:00;;First Niagara Center;2016 Founders' Day Scholarship Fundraiser;One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-092575990-7;2016-06-09 18:00:00;;Boston Opera House;TEDxCambridge;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092975544-0;2016-06-09 18:00:00;;AS220;Joanne Lurgio- Dan Tappan- Marcia Taylor- Sean Ryder;115 Empire Street;Providence;RI;02903;41.8218160;-71.4159500;
E0-001-092360409-2;2016-06-09 18:00:00;;Royale Nightclub;PVRIS;279 Tremont St;Boston;MA;02116;42.3498991;-71.0654478;
E0-001-087471596-8;2016-06-09 18:00:00;;MIT Massachusetts Institute of Technology;MIT Aikido Club ( A Japanese Martial Art);77 Massachusetts Avenue;Cambridge;MA;02139;42.359089;-71.093412;
E0-001-092398131-7;2016-06-09 18:00:00;;University of Rochester;Art & Treasures Early Bird Night;240 Wallis Hall;Rochester;NY;14627;43.1285832;-77.6253852;
E0-001-092511896-0;2016-06-09 18:00:00;;Xfinity Center (formerly Comcast Center);Joe Walsh and Bad Company: One Hell Of A Night;885 S Main Street;Mansfield;MA;02048;41.99238879229272;-71.22023254498288;
E0-001-091467915-5;2016-06-09 18:00:00;;Xfinity Center (formerly Comcast Center);Bad Company & Joe Walsh;885 S Main Street;Mansfield;MA;02048;41.99238879229272;-71.22023254498288;
E0-001-090266809-5;2016-06-09 18:00:00;;Higher Ground;Hatebreed;1214 Williston Rd;South Burlington;VT;05403;44.4688870;-73.1756400;
E0-001-091730383-7;2016-06-09 18:00:00;;New York, New York, United States;HRIA Songwriter's Circle;New York, New York, United States;New York;NY;;40.7127837;-74.0059413;
E0-001-093308247-5;2016-06-09 17:30:00;2016-06-09 20:00:00;MIT Massachusetts Institute of Technology;Starr Forum: SOLD;77 Massachusetts Avenue;Cambridge;MA;02139;42.359089;-71.093412;
E0-001-092838928-6;2016-06-09 17:00:00;;Yankee Stadium;Yankees vs. Angels with Silverline & Salesforce;One East 161st Street;Bronx;NY;10456;40.8291892;-73.9264926;
E0-001-091950246-9;2016-06-09 17:00:00;;The Stone Pony;Rebelution;913 Ocean Avenue;Asbury Park;NJ;;40.2200010;-74.0009470;
E0-001-091849303-0;2016-06-09 16:00:00;;Great Scott;O'Death;1222 Commonwealth Ave;Allston;MA;02134;42.3501156;-71.1306673;
